,Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sales_pu,Profit_pu
600,Standard Class,Consumer,Philadelphia,Pennsylvania,19120,East,Technology,Phones,494.376,4,0.4,-115.3544,123.594,-28.8386
601,Standard Class,Consumer,Philadelphia,Pennsylvania,19120,East,Office Supplies,Supplies,5.84,2,0.2,0.73,2.92,0.365
602,Standard Class,Consumer,Tampa,Florida,33614,South,Office Supplies,Storage,142.776,1,0.2,17.847,142.776,17.847
603,Standard Class,Consumer,Tampa,Florida,33614,South,Furniture,Furnishings,45.696000000000005,3,0.2,5.1408,15.232000000000001,1.7135999999999998
604,Standard Class,Consumer,Tampa,Florida,33614,South,Office Supplies,Binders,7.218,3,0.7,-5.5338,2.406,-1.8446
605,Standard Class,Consumer,Tampa,Florida,33614,South,Office Supplies,Binders,43.188,4,0.7,-31.6712,10.797,-7.9178
606,Standard Class,Consumer,Tampa,Florida,33614,South,Office Supplies,Paper,131.904,3,0.2,47.8152,43.967999999999996,15.9384
607,Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.282,2,0.7,-2.6256,1.641,-1.3128
608,Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,21.168000000000003,9,0.2,2.3814,2.3520000000000003,0.2646
609,Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Technology,Phones,55.188,2,0.4,-10.1178,27.594,-5.0589
610,First Class,Corporate,Dallas,Texas,75217,Central,Technology,Phones,369.57599999999996,3,0.2,41.5773,123.192,13.8591
611,First Class,Corporate,Dallas,Texas,75217,Central,Office Supplies,Labels,15.712,4,0.2,5.6956,3.928,1.4239
612,Second Class,Corporate,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,8.448,2,0.2,2.64,4.224,1.32
613,Second Class,Corporate,Philadelphia,Pennsylvania,19143,East,Technology,Phones,728.946,9,0.4,-157.9383,80.994,-17.5487
614,Second Class,Consumer,Grove City,Ohio,43123,East,Technology,Phones,119.94,10,0.4,15.992,11.994,1.5992000000000002
615,Second Class,Consumer,Grove City,Ohio,43123,East,Office Supplies,Binders,3.648,2,0.7,-2.7968,1.824,-1.3984
616,Second Class,Corporate,New York City,New York,10011,East,Furniture,Furnishings,40.48,2,0.0,15.7872,20.24,7.8936
617,Second Class,Corporate,New York City,New York,10011,East,Furniture,Furnishings,9.94,2,0.0,3.0814,4.97,1.5407
618,Second Class,Corporate,New York City,New York,10011,East,Office Supplies,Binders,107.42399999999999,9,0.2,33.57,11.936,3.73
619,Second Class,Corporate,New York City,New York,10011,East,Technology,Phones,37.91,1,0.0,10.9939,37.91,10.9939
620,Second Class,Corporate,New York City,New York,10011,East,Furniture,Furnishings,88.02,3,0.0,27.2862,29.34,9.0954
621,Standard Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Binders,8.69,5,0.8,-14.773,1.738,-2.9546
622,Standard Class,Corporate,Dearborn,Michigan,48126,Central,Furniture,Chairs,301.96,2,0.0,87.5684,150.98,43.7842
623,Standard Class,Corporate,Dearborn,Michigan,48126,Central,Office Supplies,Appliances,555.21,5,0.1,178.90099999999998,111.042,35.780199999999994
624,Standard Class,Corporate,Dearborn,Michigan,48126,Central,Office Supplies,Storage,523.48,4,0.0,130.87,130.87,32.7175
625,Standard Class,Corporate,Dearborn,Michigan,48126,Central,Office Supplies,Art,161.82,9,0.0,46.9278,17.98,5.2142
626,Standard Class,Home Office,New York City,New York,10009,East,Furniture,Furnishings,35.56,7,0.0,12.0904,5.08,1.7272
627,Standard Class,Consumer,Seattle,Washington,98115,West,Office Supplies,Appliances,97.16,2,0.0,28.1764,48.58,14.0882
628,Standard Class,Consumer,San Francisco,California,94122,West,Office Supplies,Binders,15.24,5,0.2,5.1435,3.048,1.0287000000000002
629,Standard Class,Consumer,San Francisco,California,94122,West,Office Supplies,Paper,13.23,3,0.0,6.0858,4.41,2.0286
630,Second Class,Consumer,Aurora,Colorado,80013,West,Office Supplies,Storage,243.38400000000001,3,0.2,-51.7191,81.128,-17.2397
631,Second Class,Consumer,Aurora,Colorado,80013,West,Technology,Accessories,119.8,5,0.2,29.95,23.96,5.99
632,Second Class,Consumer,Aurora,Colorado,80013,West,Technology,Phones,300.768,4,0.2,30.0768,75.192,7.5192
633,Second Class,Consumer,Miami,Florida,33180,South,Technology,Accessories,17.88,3,0.2,2.4585,5.96,0.8195
634,Second Class,Consumer,Miami,Florida,33180,South,Office Supplies,Labels,235.94400000000002,3,0.2,85.5297,78.64800000000001,28.509900000000002
635,Second Class,Corporate,Warner Robins,Georgia,31088,South,Furniture,Chairs,392.94,3,0.0,43.2234,130.98,14.4078
636,Standard Class,Consumer,Aurora,Colorado,80013,West,Office Supplies,Binders,18.882,3,0.7,-13.8468,6.2940000000000005,-4.6156
637,Standard Class,Consumer,Aurora,Colorado,80013,West,Office Supplies,Appliances,122.32799999999999,3,0.2,12.2328,40.775999999999996,4.0775999999999994
638,Standard Class,Home Office,Vallejo,California,94591,West,Furniture,Furnishings,1049.2,5,0.0,272.79200000000003,209.84,54.558400000000006
639,Standard Class,Home Office,Vallejo,California,94591,West,Office Supplies,Binders,15.424000000000001,4,0.2,5.0128,3.8560000000000003,1.2532
640,Standard Class,Corporate,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,18.84,3,0.0,6.0288,6.28,2.0096000000000003
641,Second Class,Consumer,Mission Viejo,California,92691,West,Office Supplies,Storage,330.4,2,0.0,85.904,165.2,42.952
642,Second Class,Consumer,Mission Viejo,California,92691,West,Office Supplies,Labels,26.25,7,0.0,12.6,3.75,1.8
643,Standard Class,Consumer,Rochester Hills,Michigan,48307,Central,Technology,Accessories,132.52,4,0.0,54.3332,33.13,13.5833
644,Standard Class,Home Office,Plainfield,New Jersey,7060,East,Office Supplies,Paper,6.48,1,0.0,3.1752,6.48,3.1752
645,Standard Class,Home Office,Columbus,Indiana,47201,Central,Office Supplies,Appliances,209.3,2,0.0,56.511,104.65,28.2555
646,Standard Class,Corporate,Sierra Vista,Arizona,85635,West,Office Supplies,Fasteners,31.56,5,0.2,9.8625,6.311999999999999,1.9725000000000001
647,Standard Class,Corporate,Sierra Vista,Arizona,85635,West,Office Supplies,Appliances,30.144000000000002,2,0.2,3.0144,15.072000000000001,1.5072
648,Second Class,Corporate,Vancouver,Washington,98661,West,Furniture,Furnishings,14.8,4,0.0,6.068,3.7,1.517
649,Second Class,Corporate,Vancouver,Washington,98661,West,Technology,Phones,302.376,3,0.2,22.6782,100.79199999999999,7.5594
650,Second Class,Corporate,Vancouver,Washington,98661,West,Technology,Accessories,316.0,4,0.0,31.6,79.0,7.9
651,Standard Class,Home Office,New York City,New York,10024,East,Office Supplies,Paper,379.4,10,0.0,178.31799999999998,37.94,17.831799999999998
652,Standard Class,Corporate,New York City,New York,10035,East,Office Supplies,Paper,97.82,2,0.0,45.9754,48.91,22.9877
653,Standard Class,Corporate,New York City,New York,10035,East,Technology,Accessories,103.12,8,0.0,10.312000000000001,12.89,1.2890000000000001
654,Standard Class,Consumer,Columbus,Ohio,43229,East,Office Supplies,Appliances,113.552,2,0.2,8.5164,56.776,4.2582
655,Standard Class,Consumer,Columbus,Ohio,43229,East,Office Supplies,Binders,3.318,2,0.7,-2.6544,1.659,-1.3272
656,Standard Class,Consumer,Columbus,Ohio,43229,East,Office Supplies,Envelopes,134.28799999999998,2,0.2,45.3222,67.14399999999999,22.6611
657,Same Day,Home Office,Aurora,Illinois,60505,Central,Furniture,Chairs,701.372,2,0.3,-50.098,350.686,-25.049
658,Same Day,Home Office,Aurora,Illinois,60505,Central,Office Supplies,Binders,2.3080000000000003,2,0.8,-3.4619999999999997,1.1540000000000001,-1.7309999999999999
659,Standard Class,Consumer,Arlington,Texas,76017,Central,Office Supplies,Storage,999.432,7,0.2,124.929,142.776,17.847
660,Standard Class,Consumer,Arlington,Texas,76017,Central,Office Supplies,Storage,724.08,14,0.2,-135.765,51.720000000000006,-9.6975
661,Standard Class,Consumer,Arlington,Texas,76017,Central,Furniture,Tables,918.785,5,0.3,-118.1295,183.757,-23.625899999999998
662,Standard Class,Consumer,Arlington,Texas,76017,Central,Office Supplies,Binders,2.7239999999999998,3,0.8,-4.2222,0.9079999999999999,-1.4074
663,Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Storage,459.95,5,0.0,18.398,91.99,3.6795999999999998
664,Same Day,Consumer,Louisville,Kentucky,40214,South,Office Supplies,Fasteners,10.74,3,0.0,5.2626,3.58,1.7542
665,Second Class,Corporate,Dallas,Texas,75081,Central,Office Supplies,Supplies,23.76,3,0.2,2.079,7.920000000000001,0.6930000000000001
666,Second Class,Corporate,Dallas,Texas,75081,Central,Office Supplies,Paper,85.056,3,0.2,28.7064,28.352,9.5688
667,Second Class,Corporate,Dallas,Texas,75081,Central,Technology,Phones,381.57599999999996,3,0.2,28.6182,127.192,9.5394
668,First Class,Consumer,Cleveland,Ohio,44105,East,Furniture,Furnishings,30.36,5,0.2,8.7285,6.072,1.7457
669,Standard Class,Home Office,Chicago,Illinois,60653,Central,Furniture,Furnishings,23.976,3,0.6,-14.3856,7.992,-4.7952
670,Standard Class,Home Office,Chicago,Illinois,60653,Central,Furniture,Tables,108.925,1,0.5,-71.8905,108.925,-71.8905
671,Standard Class,Home Office,Chicago,Illinois,60653,Central,Office Supplies,Paper,36.352,8,0.2,11.36,4.544,1.42
672,Standard Class,Consumer,Quincy,Illinois,62301,Central,Office Supplies,Art,19.56,5,0.2,1.7115,3.912,0.3423
673,First Class,Consumer,Columbus,Indiana,47201,Central,Office Supplies,Appliances,61.44,3,0.0,16.5888,20.48,5.529599999999999
674,First Class,Consumer,Columbus,Indiana,47201,Central,Office Supplies,Paper,38.9,5,0.0,17.505,7.779999999999999,3.501
675,First Class,Consumer,Columbus,Indiana,47201,Central,Technology,Accessories,99.39,3,0.0,40.7499,33.13,13.5833
676,Standard Class,Consumer,Tyler,Texas,75701,Central,Office Supplies,Appliances,2.688,3,0.8,-7.392,0.896,-2.464
677,Standard Class,Consumer,Tyler,Texas,75701,Central,Technology,Accessories,27.816,3,0.2,4.5201,9.272,1.5067000000000002
678,Standard Class,Consumer,Tyler,Texas,75701,Central,Furniture,Furnishings,82.524,3,0.6,-41.262,27.508,-13.754
679,Standard Class,Consumer,Tyler,Texas,75701,Central,Office Supplies,Binders,182.99400000000003,3,0.8,-320.2395,60.99800000000001,-106.74650000000001
680,Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Binders,14.352,3,0.2,4.6644,4.784,1.5548
681,Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Storage,64.96,2,0.0,2.5984,32.48,1.2992
682,Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Storage,68.6,4,0.0,18.522000000000002,17.15,4.6305000000000005
684,Same Day,Corporate,Burlington,North Carolina,27217,South,Office Supplies,Appliances,167.44,2,0.2,14.651,83.72,7.3255
685,First Class,Consumer,Jackson,Mississippi,39212,South,Technology,Accessories,479.97,3,0.0,163.1898,159.99,54.3966
686,First Class,Consumer,Jackson,Mississippi,39212,South,Office Supplies,Labels,14.62,2,0.0,6.8714,7.31,3.4357
687,First Class,Consumer,Jackson,Mississippi,39212,South,Office Supplies,Paper,19.44,3,0.0,9.3312,6.48,3.1104000000000003
688,Standard Class,Consumer,New York City,New York,10035,East,Furniture,Bookcases,191.984,2,0.2,4.7996,95.992,2.3998
689,Second Class,Consumer,Waynesboro,Virginia,22980,South,Furniture,Furnishings,104.01,1,0.0,14.5614,104.01,14.5614
690,Second Class,Consumer,Waynesboro,Virginia,22980,South,Technology,Phones,284.82,1,0.0,74.0532,284.82,74.0532
691,Second Class,Consumer,Waynesboro,Virginia,22980,South,Office Supplies,Storage,36.84,3,0.0,10.3152,12.280000000000001,3.4384
692,Standard Class,Consumer,Los Angeles,California,90036,West,Technology,Accessories,166.24,1,0.0,24.936,166.24,24.936
693,Standard Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Paper,33.4,5,0.0,16.032,6.68,3.2064
694,First Class,Home Office,Chester,Pennsylvania,19013,East,Office Supplies,Art,198.27200000000002,8,0.2,17.3488,24.784000000000002,2.1686
695,First Class,Home Office,Chester,Pennsylvania,19013,East,Office Supplies,Labels,47.36,4,0.2,17.76,11.84,4.44
696,First Class,Home Office,Chester,Pennsylvania,19013,East,Office Supplies,Envelopes,200.984,7,0.2,62.8075,28.712,8.9725
697,First Class,Home Office,Chester,Pennsylvania,19013,East,Office Supplies,Labels,97.696,4,0.2,31.7512,24.424,7.9378
698,First Class,Home Office,Chester,Pennsylvania,19013,East,Office Supplies,Art,2.696,1,0.2,0.8088,2.696,0.8088
699,First Class,Home Office,Chester,Pennsylvania,19013,East,Office Supplies,Binders,18.588,2,0.7,-13.6312,9.294,-6.8156
700,First Class,Home Office,Chester,Pennsylvania,19013,East,Office Supplies,Binders,4.896,3,0.7,-3.4272,1.632,-1.1424
701,Standard Class,Corporate,Cleveland,Ohio,44105,East,Furniture,Furnishings,15.072000000000001,3,0.2,4.1448,5.024,1.3816
702,Second Class,Corporate,Seattle,Washington,98103,West,Furniture,Furnishings,209.88,3,0.0,35.6796,69.96,11.8932
703,Standard Class,Consumer,Long Beach,California,90805,West,Furniture,Tables,369.912,3,0.2,-13.8717,123.30399999999999,-4.6239
704,Standard Class,Corporate,Cary,North Carolina,27511,South,Office Supplies,Paper,10.368,2,0.2,3.6288,5.184,1.8144
705,Standard Class,Corporate,Cary,North Carolina,27511,South,Office Supplies,Appliances,166.84,5,0.2,18.7695,33.368,3.7539000000000002
706,Standard Class,Corporate,Cary,North Carolina,27511,South,Technology,Accessories,15.216,1,0.2,2.2824,15.216,2.2824
707,First Class,Consumer,New York City,New York,10035,East,Technology,Accessories,119.96,4,0.0,52.7824,29.99,13.1956
708,First Class,Consumer,New York City,New York,10035,East,Furniture,Bookcases,883.92,5,0.2,-110.49,176.784,-22.098
709,First Class,Consumer,New York City,New York,10035,East,Office Supplies,Binders,46.72,8,0.2,15.767999999999999,5.84,1.9709999999999999
710,First Class,Home Office,New York City,New York,10035,East,Office Supplies,Paper,55.48,1,0.0,26.6304,55.48,26.6304
711,Standard Class,Consumer,Palm Coast,Florida,32137,South,Office Supplies,Envelopes,24.448,4,0.2,8.8624,6.112,2.2156
712,Standard Class,Corporate,Mount Vernon,New York,10550,East,Office Supplies,Appliances,281.34,6,0.0,109.7226,46.88999999999999,18.2871
713,Standard Class,Corporate,Mount Vernon,New York,10550,East,Technology,Phones,307.98,2,0.0,89.3142,153.99,44.6571
714,Standard Class,Corporate,Mount Vernon,New York,10550,East,Technology,Accessories,299.97,3,0.0,113.9886,99.99000000000001,37.9962
715,Second Class,Corporate,Seattle,Washington,98105,West,Office Supplies,Binders,19.92,5,0.2,6.972,3.9840000000000004,1.3944
716,First Class,Consumer,Dover,Delaware,19901,East,Furniture,Furnishings,9.94,2,0.0,3.0814,4.97,1.5407
717,Standard Class,Consumer,Newark,Ohio,43055,East,Furniture,Furnishings,103.056,3,0.2,24.4758,34.352,8.1586
718,Standard Class,Home Office,Orem,Utah,84057,West,Office Supplies,Binders,59.808,3,0.2,19.4376,19.936,6.4792
719,Standard Class,Home Office,Orem,Utah,84057,West,Furniture,Furnishings,73.32,6,0.0,21.996,12.219999999999999,3.666
720,Standard Class,Home Office,Los Angeles,California,90045,West,Office Supplies,Paper,146.82,3,0.0,73.41,48.94,24.47
721,Standard Class,Corporate,Detroit,Michigan,48205,Central,Furniture,Tables,1652.94,3,0.0,231.4116,550.98,77.13719999999999
722,Standard Class,Corporate,Detroit,Michigan,48205,Central,Office Supplies,Storage,296.37,3,0.0,80.0199,98.79,26.6733
723,Standard Class,Home Office,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,129.92,5,0.2,21.112,25.983999999999998,4.2223999999999995
724,Standard Class,Corporate,Hialeah,Florida,33012,South,Office Supplies,Supplies,45.583999999999996,7,0.2,5.1282,6.512,0.7325999999999999
725,Standard Class,Consumer,Austin,Texas,78745,Central,Office Supplies,Envelopes,17.567999999999998,2,0.2,6.3684,8.783999999999999,3.1842
726,Standard Class,Consumer,Austin,Texas,78745,Central,Technology,Phones,55.992,1,0.2,5.5992,55.992,5.5992
727,First Class,Consumer,Oceanside,New York,11572,East,Office Supplies,Paper,182.72,8,0.0,84.0512,22.84,10.5064
728,First Class,Consumer,Oceanside,New York,11572,East,Furniture,Tables,400.032,2,0.4,-153.3456,200.016,-76.6728
729,First Class,Consumer,Oceanside,New York,11572,East,Office Supplies,Storage,33.63,3,0.0,10.089,11.21,3.363
730,First Class,Consumer,Oceanside,New York,11572,East,Furniture,Chairs,542.646,3,0.1,102.4998,180.88199999999998,34.166599999999995
731,First Class,Consumer,Oceanside,New York,11572,East,Office Supplies,Labels,6.3,2,0.0,3.0239999999999996,3.15,1.5119999999999998
732,Standard Class,Home Office,Seattle,Washington,98115,West,Office Supplies,Storage,242.94,3,0.0,9.7176,80.98,3.2392
733,Standard Class,Home Office,Seattle,Washington,98115,West,Technology,Accessories,179.97,3,0.0,86.3856,59.99,28.795199999999998
734,Standard Class,Home Office,Seattle,Washington,98115,West,Office Supplies,Binders,99.696,6,0.2,33.6474,16.616,5.6079
735,Standard Class,Home Office,Seattle,Washington,98115,West,Office Supplies,Binders,27.936,4,0.2,9.4284,6.984,2.3571
736,Standard Class,Home Office,Seattle,Washington,98115,West,Furniture,Bookcases,84.98,1,0.0,18.6956,84.98,18.6956
737,Standard Class,Home Office,Seattle,Washington,98115,West,Office Supplies,Binders,18.72,5,0.2,6.5520000000000005,3.7439999999999998,1.3104
738,Standard Class,Consumer,San Francisco,California,94110,West,Technology,Accessories,49.98,2,0.0,8.4966,24.99,4.2483
739,Standard Class,Home Office,Naperville,Illinois,60540,Central,Office Supplies,Labels,11.784,3,0.2,4.2717,3.9280000000000004,1.4239
740,Standard Class,Home Office,Naperville,Illinois,60540,Central,Office Supplies,Storage,272.736,3,0.2,-64.7748,90.91199999999999,-21.5916
741,Standard Class,Home Office,Naperville,Illinois,60540,Central,Office Supplies,Binders,3.54,2,0.8,-5.487,1.77,-2.7435
742,Standard Class,Consumer,Dallas,Texas,75220,Central,Office Supplies,Supplies,51.52,5,0.2,-10.948,10.304,-2.1896
743,Standard Class,Consumer,Dallas,Texas,75220,Central,Office Supplies,Paper,3.528,1,0.2,1.1466,3.528,1.1466
744,Standard Class,Consumer,Dallas,Texas,75220,Central,Office Supplies,Paper,4.624,1,0.2,1.6762,4.624,1.6762
745,Standard Class,Consumer,Dallas,Texas,75220,Central,Office Supplies,Supplies,55.168,4,0.2,6.2064,13.792,1.5516
746,Same Day,Corporate,San Diego,California,92105,West,Furniture,Tables,567.12,10,0.2,-28.355999999999998,56.712,-2.8356
747,Same Day,Corporate,San Diego,California,92105,West,Office Supplies,Storage,359.32,4,0.0,7.1864,89.83,1.7966
748,Second Class,Consumer,Evanston,Illinois,60201,Central,Technology,Phones,11.992,1,0.2,0.8994,11.992,0.8994
749,Standard Class,Consumer,Trenton,Michigan,48183,Central,Office Supplies,Binders,58.05,3,0.0,26.703000000000003,19.349999999999998,8.901000000000002
750,Standard Class,Consumer,Trenton,Michigan,48183,Central,Furniture,Furnishings,157.74,11,0.0,56.7864,14.340000000000002,5.1624
751,Standard Class,Consumer,Trenton,Michigan,48183,Central,Office Supplies,Art,56.98,7,0.0,22.791999999999998,8.139999999999999,3.256
